id,typ,model,product_number,wo_no,surface,cnt,start_time,end_time,ct_duration,theory_ts,actual_ts,movable_rate,stops,stop_ts,fault_note,change_ts,gen_line
1,agg,,2603522-2,6433997B,B,600,2020/07/20 11:04:40,2020/07/20 13:11:18,0,,,,149,7598,,,EPS 3#
2,detail,,2603522-2,6433997B,B,,2020/07/20 11:04:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
3,detail,,2603522-2,6433997B,B,,2020/07/20 11:04:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
4,detail,,2603522-2,6433997B,B,,2020/07/20 11:04:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
5,detail,,2603522-2,6433997B,B,,2020/07/20 11:04:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
6,detail,,2603522-2,6433997B,B,,2020/07/20 11:05:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
7,detail,,2603522-2,6433997B,B,,2020/07/20 11:05:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
8,detail,,2603522-2,6433997B,B,,2020/07/20 11:05:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
9,detail,,2603522-2,6433997B,B,,2020/07/20 11:05:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
10,detail,,2603522-2,6433997B,B,,2020/07/20 11:06:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
11,detail,,2603522-2,6433997B,B,,2020/07/20 11:06:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
12,detail,,2603522-2,6433997B,B,,2020/07/20 11:06:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
13,detail,,2603522-2,6433997B,B,,2020/07/20 11:06:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
14,detail,,2603522-2,6433997B,B,,2020/07/20 11:07:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
15,detail,,2603522-2,6433997B,B,,2020/07/20 11:07:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
16,detail,,2603522-2,6433997B,B,,2020/07/20 11:07:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
17,detail,,2603522-2,6433997B,B,,2020/07/20 11:07:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
18,detail,,2603522-2,6433997B,B,,2020/07/20 11:08:25,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
19,detail,,2603522-2,6433997B,B,,2020/07/20 11:08:25,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
20,detail,,2603522-2,6433997B,B,,2020/07/20 11:08:25,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
21,detail,,2603522-2,6433997B,B,,2020/07/20 11:08:25,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
22,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
23,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
24,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
25,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
26,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:37,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
27,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:37,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
28,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:37,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
29,detail,,2603522-2,6433997B,B,,2020/07/20 11:09:37,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
30,detail,,2603522-2,6433997B,B,,2020/07/20 11:10:58,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
31,detail,,2603522-2,6433997B,B,,2020/07/20 11:10:58,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
32,detail,,2603522-2,6433997B,B,,2020/07/20 11:10:58,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
33,detail,,2603522-2,6433997B,B,,2020/07/20 11:10:58,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
34,detail,,2603522-2,6433997B,B,,2020/07/20 11:11:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
35,detail,,2603522-2,6433997B,B,,2020/07/20 11:11:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
36,detail,,2603522-2,6433997B,B,,2020/07/20 11:11:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
37,detail,,2603522-2,6433997B,B,,2020/07/20 11:11:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
38,detail,,2603522-2,6433997B,B,,2020/07/20 11:12:19,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
39,detail,,2603522-2,6433997B,B,,2020/07/20 11:12:19,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
40,detail,,2603522-2,6433997B,B,,2020/07/20 11:12:19,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
41,detail,,2603522-2,6433997B,B,,2020/07/20 11:12:19,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
42,detail,,2603522-2,6433997B,B,,2020/07/20 11:13:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
43,detail,,2603522-2,6433997B,B,,2020/07/20 11:13:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
44,detail,,2603522-2,6433997B,B,,2020/07/20 11:13:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
45,detail,,2603522-2,6433997B,B,,2020/07/20 11:13:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
46,detail,,2603522-2,6433997B,B,,2020/07/20 11:14:20,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
47,detail,,2603522-2,6433997B,B,,2020/07/20 11:14:20,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
48,detail,,2603522-2,6433997B,B,,2020/07/20 11:14:20,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
49,detail,,2603522-2,6433997B,B,,2020/07/20 11:14:20,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
50,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:00,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
51,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:00,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
52,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:00,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
53,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:00,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
54,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
55,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
56,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
57,detail,,2603522-2,6433997B,B,,2020/07/20 11:15:40,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
58,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:21,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
59,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:21,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
60,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:21,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
61,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:21,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
62,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
63,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
64,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
65,detail,,2603522-2,6433997B,B,,2020/07/20 11:16:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
66,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:05,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
67,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:05,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
68,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:05,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
69,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:05,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
70,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:46,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
71,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:46,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
72,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:46,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
73,detail,,2603522-2,6433997B,B,,2020/07/20 11:18:46,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
74,detail,,2603522-2,6433997B,B,,2020/07/20 11:19:17,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
75,detail,,2603522-2,6433997B,B,,2020/07/20 11:19:17,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
76,detail,,2603522-2,6433997B,B,,2020/07/20 11:19:17,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
77,detail,,2603522-2,6433997B,B,,2020/07/20 11:19:17,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
78,detail,,2603522-2,6433997B,B,,2020/07/20 11:21:54,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
79,detail,,2603522-2,6433997B,B,,2020/07/20 11:21:54,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
80,detail,,2603522-2,6433997B,B,,2020/07/20 11:21:54,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
81,detail,,2603522-2,6433997B,B,,2020/07/20 11:21:54,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
82,detail,,2603522-2,6433997B,B,,2020/07/20 11:22:35,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
83,detail,,2603522-2,6433997B,B,,2020/07/20 11:22:35,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
84,detail,,2603522-2,6433997B,B,,2020/07/20 11:22:35,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
85,detail,,2603522-2,6433997B,B,,2020/07/20 11:22:35,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
86,detail,,2603522-2,6433997B,B,,2020/07/20 11:23:15,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
87,detail,,2603522-2,6433997B,B,,2020/07/20 11:23:15,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
88,detail,,2603522-2,6433997B,B,,2020/07/20 11:23:15,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
89,detail,,2603522-2,6433997B,B,,2020/07/20 11:23:15,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
90,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:03,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
91,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:03,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
92,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:03,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
93,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:03,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
94,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
95,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
96,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
97,detail,,2603522-2,6433997B,B,,2020/07/20 11:24:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
98,detail,,2603522-2,6433997B,B,,2020/07/20 11:25:33,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
99,detail,,2603522-2,6433997B,B,,2020/07/20 11:25:33,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
100,detail,,2603522-2,6433997B,B,,2020/07/20 11:25:33,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
101,detail,,2603522-2,6433997B,B,,2020/07/20 11:25:33,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
102,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
103,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
104,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
105,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
106,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
107,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
108,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
109,detail,,2603522-2,6433997B,B,,2020/07/20 11:26:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
110,detail,,2603522-2,6433997B,B,,2020/07/20 11:28:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
111,detail,,2603522-2,6433997B,B,,2020/07/20 11:28:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
112,detail,,2603522-2,6433997B,B,,2020/07/20 11:28:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
113,detail,,2603522-2,6433997B,B,,2020/07/20 11:28:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
114,detail,,2603522-2,6433997B,B,,2020/07/20 11:29:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
115,detail,,2603522-2,6433997B,B,,2020/07/20 11:29:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
116,detail,,2603522-2,6433997B,B,,2020/07/20 11:29:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
117,detail,,2603522-2,6433997B,B,,2020/07/20 11:29:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
118,detail,,2603522-2,6433997B,B,,2020/07/20 11:30:31,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
119,detail,,2603522-2,6433997B,B,,2020/07/20 11:30:31,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
120,detail,,2603522-2,6433997B,B,,2020/07/20 11:30:31,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
121,detail,,2603522-2,6433997B,B,,2020/07/20 11:30:31,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
122,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
123,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
124,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
125,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:13,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
126,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
127,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
128,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
129,detail,,2603522-2,6433997B,B,,2020/07/20 11:31:52,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
130,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:04,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
131,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:04,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
132,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:04,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
133,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:04,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
134,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
135,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
136,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
137,detail,,2603522-2,6433997B,B,,2020/07/20 11:33:45,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
138,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
139,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
140,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
141,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
142,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:57,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
143,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:57,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
144,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:57,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
145,detail,,2603522-2,6433997B,B,,2020/07/20 11:34:57,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
146,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
147,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
148,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
149,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
150,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:51,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
151,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:51,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
152,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:51,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
153,detail,,2603522-2,6433997B,B,,2020/07/20 11:36:51,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
154,detail,,2603522-2,6433997B,B,,2020/07/20 11:37:23,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
155,detail,,2603522-2,6433997B,B,,2020/07/20 11:37:23,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
156,detail,,2603522-2,6433997B,B,,2020/07/20 11:37:23,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
157,detail,,2603522-2,6433997B,B,,2020/07/20 11:37:23,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
158,detail,,2603522-2,6433997B,B,,2020/07/20 11:39:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
159,detail,,2603522-2,6433997B,B,,2020/07/20 11:39:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
160,detail,,2603522-2,6433997B,B,,2020/07/20 11:39:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
161,detail,,2603522-2,6433997B,B,,2020/07/20 11:39:26,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
162,detail,,2603522-2,6433997B,B,,2020/07/20 11:40:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
163,detail,,2603522-2,6433997B,B,,2020/07/20 11:40:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
164,detail,,2603522-2,6433997B,B,,2020/07/20 11:40:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
165,detail,,2603522-2,6433997B,B,,2020/07/20 11:40:06,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
166,detail,,2603522-2,6433997B,B,,2020/07/20 11:41:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
167,detail,,2603522-2,6433997B,B,,2020/07/20 11:41:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
168,detail,,2603522-2,6433997B,B,,2020/07/20 11:41:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
169,detail,,2603522-2,6433997B,B,,2020/07/20 11:41:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
170,detail,,2603522-2,6433997B,B,,2020/07/20 11:42:29,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
171,detail,,2603522-2,6433997B,B,,2020/07/20 11:42:29,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
172,detail,,2603522-2,6433997B,B,,2020/07/20 11:42:29,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
173,detail,,2603522-2,6433997B,B,,2020/07/20 11:42:29,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
174,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
175,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
176,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
177,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:09,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
178,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
179,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
180,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
181,detail,,2603522-2,6433997B,B,,2020/07/20 11:43:50,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
182,detail,,2603522-2,6433997B,B,,2020/07/20 11:44:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
183,detail,,2603522-2,6433997B,B,,2020/07/20 11:44:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
184,detail,,2603522-2,6433997B,B,,2020/07/20 11:44:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
185,detail,,2603522-2,6433997B,B,,2020/07/20 11:44:38,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
186,detail,,2603522-2,6433997B,B,,2020/07/20 11:45:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
187,detail,,2603522-2,6433997B,B,,2020/07/20 11:45:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
188,detail,,2603522-2,6433997B,B,,2020/07/20 11:45:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
189,detail,,2603522-2,6433997B,B,,2020/07/20 11:45:27,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
190,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
191,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
192,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
193,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:08,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
194,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
195,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
196,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
197,detail,,2603522-2,6433997B,B,,2020/07/20 11:46:48,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
198,detail,,2603522-2,6433997B,B,,2020/07/20 11:47:28,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
199,detail,,2603522-2,6433997B,B,,2020/07/20 11:47:28,2020/07/20 13:11:18,0,,,,,0,,,EPS 3#
